Question,Count,Answered,Rating
hi johnny i need help accessing my st johns email i was faculty in economics but i left prior to fall 2020 i will be teaching in economics again in the fall,1,true,bad
i need to access my old st johns email,1,true,
password change uis,1,true,
email for information tech,1,true,
a student need it support,1,true,
i got a new phone an need help signing on to okta,1,true,
one drive,1,true,
i know my password but not my username,1,true,
do i have to fill out paperwork before i log in,1,true,
trouble shooting,1,true,
i dont have a password,2,true,
i dont have a storm id card,1,true,
cant log into sign on,3,true,
dont know my username,1,true,
dont remember my username for sign in,1,true,
i cant access my email,2,false,
how can i pay my deposit,2,true,
i dont have id or pin,1,true,
fee,4,false,
im trying to use outlook app on my phone and i dont remember my password,1,true,
for email access,1,true,bad
im locked out of my uis account and need to sign in,1,true,bad
need help signing in,2,true,
hi would i be able to request for an alumni email access,1,true,
it still wont work,1,true,
my sms doesnt work,1,true,bad
yes thank you but i have no access to medicat i cant download form without a st johns account which i dont have yet,1,true,
what is the website in which i pay my deposit,1,true,
problem solved thank you,1,true,
need okta qr code,1,true,
where to find okta qr coe,1,true,bad
what is the application fee for an international student,1,true,good
i cant log in my sju,1,true,
im locked out,3,true,bad
mba graduation date,1,false,
how to unlock my email account,1,true,
my password and email combination is not working,1,true,
i was a student from 19791982,1,true,
i am faculty,2,true,
how do i access my uis account,1,true,
how do i sign up,4,true,
problem with signon credentials,1,true,good
cannot access email account,1,true,
forget my security question answer,1,true,good
how can i change the challenge question to recover my email password,1,false,
admissions,27,true,bad
i dont know how to get into uis,1,true,
okta help,1,true,
refund,4,true,
financial aid refund,2,true,bad
what is the annual fees for the same,1,true,
i had at okta account but my phone was reset and i can login anymore,1,true,
i know my password i just can login because it asks my for verification my okta,1,true,
its asking me to unlock account,1,true,
trouble logging into signon second time,1,true,
hi i cannot sign my uis in could you help me to solve this problem,1,true,
how do i connect my console to the internet,1,true,
forgot my challenge question answer,1,true,
parchment website isnt working,1,true,
i need a graduate transcript,1,true,
parchment not working,1,false,
no what is the telephone number of the library interlibrary loan desk,1,true,
hi i am a faculty trying to log in to the system for the first time,1,true,
how do i get that number,1,true,
cannot confirm number,1,true,
hi i cant get signed into portal at all i have tried to reset my password and something isnt right,1,true,bad
my email address has been locked i cant unlock,1,true,
i cant access my stjohns email address how can i get this,1,true,
i know my email and password and its not working,1,true,
hi i dont remember my username and password and i cant connect,1,true,
hi i dont remember my password and username what can i do to be able to connect to my account,1,true,
access inbox alumni,1,true,
trying to lo in,1,true,
password isnt working,1,true,
sms code isnt working,1,true,
i need help with okta verification,1,true,
locked out of my sign on,1,true,
no storm card id,1,true,
it help,1,true,
logging in to medicat portal to upload my immunization,1,true,
my sign in is not working,1,true,
i am logged out of my signon,1,false,
how do i sign on to signonstjohnsedu,1,true,
i need to change the phone number on signon for verification,1,true,
update phone number,1,true,
my phone number changed,2,true,
my number changed,1,true,
whats your okta verification,1,true,
not receiving sms message for signin,1,true,
it services contact information,1,true,
librayr login,1,true,
library login,1,true,
it servcies,1,true,
it services number,1,true,
log in will not let me log on,1,true,
hi im a international student with 287 cgpa can i get admisiion in cyber and information security master of science ms with financial aid,1,false,
i need to change my telephone number on file,1,true,
the system doesnt allow me to sign on it is asking me my preferred question which i dont remember,1,true,
how do i set up my email,2,true,
hi im trying to access my st johns email,1,true,
i forgot my password for the sju sign on,1,true,
can evaluated transcript be waived as an international student,1,true,
my signon information only works on one device i need to login into my phone,1,true,
my login only works on one device,1,false,
why cant i log onto my uis account through my computer,1,true,
im having trouble signing in to my account,1,true,
why is my sign in failed,1,true,
it support email,2,true,
how can i access my school email again,1,true,
how can i access my old email,2,true,
is it possible to access the email after 365 days,1,true,
how much is tuition,32,true,
i am an alumni and need to get access to my email,1,true,
i cant reset my password,2,true,
and cant get into my email,1,true,
how do i get access to my email after ive graduated,1,true,
the code is not coming through,1,true,
it needs to voice call verify me but i have to use a different telephone number,1,true,
where do i update my phone number,1,true,bad
i would like to reset my password but it wont let me to do,1,true,
the number you provided for assistance is not working,1,true,
hi the monitor wont go on no signal,1,true,bad
